name,ra,dec
Pictor,"[102.04791, 87.456765, 87.456765, 86.821185, 102.04791, 86.821185]","[-61.941391, -56.166663, -56.166663, -51.066514, -61.941391, -51.066514]"
Reticulum,"[63.60606, 64.12107, 64.12107, 59.686425, 59.686425, 56.048895, 56.048895, 63.60606]","[-62.473858, -59.302156, -59.302156, -61.400185, -61.400185, -64.806903, -64.806903, -62.473858]"
Horologium,"[63.500445, 63.500445]","[-42.294368, -42.294368]"
Fornax,"[48.018735, 48.018735]","[-28.987618, -28.987618]"
Centaurus,"[220.91436000000002, 220.48998, 220.48998, 224.79037499999998, 224.79037499999998, 218.87679, 218.87679, 209.56779, 209.56779, 211.51155, 211.51155, 215.75933999999998, 215.75933999999998, 215.139345, 215.139345, 211.670925, 211.670925, 207.37617, 207.37617, 209.56779, 206.422065, 207.36136499999998, 206.422065, 207.956685, 206.422065, 208.302255, 206.422065, 200.14944, 200.14944, 202.761075, 202.761075, 207.37617, 207.37617, 207.404145, 207.404145, 208.885005, 208.885005, 210.43122, 210.43122, 209.669805, 209.669805, 209.56779, 208.885005, 204.97194000000002, 204.97194000000002, 219.911475, 204.97194000000002, 210.955935, 204.97194000000002, 190.379565, 190.379565, 208.885005, 190.379565, 187.009965, 187.009965, 182.91303000000002, 182.91303000000002, 173.945445, 187.009965, 182.08965, 182.08965, 170.25175499999997]","[-35.173655, -37.793498, -37.793498, -42.104194, -42.104194, -42.157824, -42.157824, -42.100753, -42.100753, -41.179633, -41.179633, -39.511819, -39.511819, -37.885295, -37.885295, -36.369954, -36.369954, -41.687709, -41.687709, -42.100753, -33.043721, -34.450776, -33.043721, -32.994089, -33.043721, -31.927612, -33.043721, -36.712295, -36.712295, -39.407307, -39.407307, -41.687709, -41.687709, -42.473732, -42.473732, -47.288375, -47.288375, -45.603421, -45.603421, -44.803584, -44.803584, -42.100753, -47.288375, -53.466394, -53.466394, -60.833976, -53.466394, -60.373039, -53.466394, -48.959888, -48.959888, -47.288375, -48.959888, -50.230635, -50.230635, -52.36846, -52.36846, -63.019841, -50.230635, -50.722425, -50.722425, -54.491019]"
head,"[209.56779, 211.51155, 211.51155, 215.75933999999998, 215.75933999999998, 215.139345, 215.139345, 211.670925, 211.670925, 207.37617, 207.37617, 209.56779]","[-42.100753, -41.179633, -41.179633, -39.511819, -39.511819, -37.885295, -37.885295, -36.369954, -36.369954, -41.687709, -41.687709, -42.100753]"
arm,"[209.56779, 218.87679, 218.87679, 224.79037499999998, 224.79037499999998, 220.48998, 220.48998, 220.91436000000002]","[-42.100753, -42.157824, -42.157824, -42.104194, -42.104194, -37.793498, -37.793498, -35.173655]"
arm,"[207.37617, 202.761075, 202.761075, 200.14944, 200.14944, 206.422065, 206.422065, 207.36136499999998, 206.422065, 207.956685, 206.422065, 208.302255]","[-41.687709, -39.407307, -39.407307, -36.712295, -36.712295, -33.043721, -33.043721, -34.450776, -33.043721, -32.994089, -33.043721, -31.927612]"
body,"[208.885005, 190.379565, 190.379565, 204.97194000000002, 204.97194000000002, 208.885005]","[-47.288375, -48.959888, -48.959888, -53.466394, -53.466394, -47.288375]"
front legs,"[204.97194000000002, 219.911475, 204.97194000000002, 210.955935]","[-53.466394, -60.833976, -53.466394, -60.373039]"
hind legs,"[187.009965, 182.91303000000002, 182.91303000000002, 173.945445, 187.009965, 182.08965, 182.08965, 170.25175499999997]","[-50.230635, -52.36846, -52.36846, -63.019841, -50.230635, -50.722425, -50.722425, -54.491019]"
Crux,"[187.791435, 186.649665, 191.930385, 183.786405]","[-57.113212, -63.099092, -59.688764, -58.748928]"
Pavo,"[306.411885, 321.61057500000004, 321.61057500000004, 311.23970999999995, 311.23970999999995, 302.17735500000003, 302.17735500000003, 306.411885, 302.17735500000003, 300.147675, 300.147675, 280.7589, 280.7589, 284.23765499999996, 284.23765499999996, 302.17735500000003, 284.23765499999996, 283.05431999999996, 283.05431999999996, 275.806755, 275.806755, 272.145, 272.145, 283.05431999999996, 272.145, 266.433315]","[-56.73509, -65.366198, -65.366198, -66.203212, -66.203212, -66.182068, -66.182068, -56.73509, -66.182068, -72.910504, -72.910504, -71.428113, -71.428113, -67.233495, -67.233495, -66.182068, -67.233495, -62.187593, -62.187593, -61.493901, -61.493901, -63.668553, -63.668553, -62.187593, -63.668553, -64.723871]"
Triangulum Australe,"[252.166155, 229.72771500000002, 229.72771500000002, 234.18, 234.18, 238.786245, 238.786245, 252.166155]","[-69.027715, -68.679545, -68.679545, -66.317037, -66.317037, -63.430727, -63.430727, -69.027715]"
Lupus,"[241.64811000000003, 237.73974, 237.73974, 234.94158000000002, 234.94158000000002, 230.4516, 230.4516, 240.03054, 230.4516, 230.788965, 230.788965, 231.33427500000002, 231.33427500000002, 233.785215, 233.785215, 234.51348000000002, 234.51348000000002, 235.297575, 231.33427500000002, 230.343015, 230.343015, 227.21091, 227.21091, 229.633455, 229.633455, 230.67031500000002, 227.21091, 226.27954499999998, 226.27954499999998, 227.98377000000002, 227.98377000000002, 228.0714, 226.27954499999998, 219.47181, 219.47181, 218.15443499999998, 219.47181, 220.482345, 220.482345, 214.85094, 220.482345, 216.54504, 220.482345, 222.909615, 222.909615, 224.63305499999998, 224.63305499999998, 230.4516]","[-36.802288, -33.627165, -33.627165, -34.411926, -34.411926, -36.261376, -36.261376, -38.396706, -36.261376, -36.858489, -36.858489, -38.73362, -38.73362, -41.166757, -41.166757, -42.567348, -42.567348, -44.661205, -38.73362, -40.647518, -40.647518, -45.279857, -45.279857, -47.875272, -47.875272, -44.689622, -45.279857, -47.051245, -47.051245, -48.737819, -48.737819, -52.099247, -47.051245, -49.425828, -49.425828, -50.457157, -49.425828, -47.3882, -47.3882, -46.058093, -47.3882, -45.379276, -47.3882, -43.575359, -43.575359, -43.13396, -43.13396, -36.261376]"
tail,"[230.4516, 234.94158000000002, 234.94158000000002, 237.73974, 237.73974, 241.64811000000003]","[-36.261376, -34.411926, -34.411926, -33.627165, -33.627165, -36.802288]"
ears,"[220.482345, 216.54504, 220.482345, 214.85094]","[-47.3882, -45.379276, -47.3882, -46.058093]"
Fly,"[191.57019, 189.29608499999998, 189.29608499999998, 195.566385, 195.566385, 188.11701, 188.11701, 189.29608499999998, 189.29608499999998, 184.393755, 184.393755, 176.402115]","[-68.108119, -69.135564, -69.135564, -71.548855, -71.548855, -72.132988, -72.132988, -69.135564, -69.135564, -67.960736, -67.960736, -66.728763]"
Octans,"[325.368795, 341.51538, 341.51538, 216.732015, 216.732015, 325.368795]","[-77.390046, -81.381615, -81.381615, -83.667884, -83.667884, -77.390046]"
Circinus,"[220.62738, 230.844375, 220.62738, 229.37875499999998]","[-64.975138, -59.320787, -64.975138, -58.801208]"
Norma,"[244.960305, 246.796005, 246.796005, 241.62264, 241.62264, 240.80368499999997, 240.80368499999997, 244.960305]","[-50.155508, -47.554786, -47.554786, -45.173185, -45.173185, -49.229695, -49.229695, -50.155508]"
Apus,"[245.086785, 248.36413499999998, 248.36413499999998, 250.77189, 250.77189, 245.086785, 245.086785, 221.965515]","[-78.695745, -78.897148, -78.897148, -77.517435, -77.517435, -78.695745, -78.695745, -79.044751]"
Chamaeleon,"[124.630545, 158.86749, 158.86749, 161.31819, 161.31819, 184.58718, 184.58718, 179.90694, 179.90694, 158.86749]","[-76.919722, -78.607786, -78.607786, -80.469597, -80.469597, -79.31224, -79.31224, -78.221839, -78.221839, -78.607786]"
eyes,"[124.630545, 125.161725]","[-76.919722, -77.484477]"
Tucana,"[334.625565, 349.35747, 349.35747, 359.97891, 359.97891, 5.01213, 5.01213, 7.885875, 7.885875, 349.35747]","[-60.259587, -58.235734, -58.235734, -65.577132, -65.577132, -64.874791, -64.874791, -62.958218, -62.958218, -58.235734]"
Indus,"[309.39173999999997, 311.00948999999997, 311.00948999999997, 313.70247, 313.70247, 330.83229, 330.83229, 329.479395, 329.479395, 313.70247]","[-47.291502, -51.920971, -51.920971, -58.454155, -58.454155, -56.785977, -56.785977, -54.992575, -54.992575, -58.454155]"
Telescopium,"[277.207575, 276.74341499999997]","[-49.070588, -45.968459]"
Ara,"[271.6578, 262.96042500000004, 262.96042500000004, 254.89603499999998, 254.89603499999998, 254.65509, 254.65509, 252.4464, 252.4464, 262.77477, 262.77477, 271.6578]","[-50.091477, -49.876145, -49.876145, -53.160438, -53.160438, -55.990141, -55.990141, -59.041378, -59.041378, -60.683848, -60.683848, -50.091477]"
Microscopium,"[312.49199999999996, 312.49199999999996]","[-33.779722, -33.779722]"
Caelum,"[70.140585, 70.140585]","[-41.863752, -41.863752]"
Mensa,"[92.55948000000001, 92.55948000000001]","[-74.753045, -74.753045]"
Sextans,"[151.98450000000003, 151.98450000000003]","[-0.371637, -0.371637]"
